N°°,VERSION,AÑO,RUC ENTIDAD,ENTIDAD_CONVOCANTE,MODALIDAD,TIPO PROCESO,PROCESO,NUM CONVOCA,FECHA_PUBLICACION,OBJETO,DESCRIPCION PROCESO,VALOR REFERENCIAL,MONEDA,NUM_ITEM,DESCRIPCION ITEM,VALOR REFERENCIAL ITEM,MON_CONT_ITEM,FECHA CONTRATO,FECHA REGISTRO CONTRATO,RUC_CODIGO_GANADOR,GANADOR,ES CONSORCIO,RUC DESTINO PAGO,NOMBRE DESTINO PAGO,RUC_MIEMBRO,NOMBRE MIEMBRO,CODIGO_CONTRATO,Nº CONTRATO,FECHA VIGENCIA INICIAL,FECHA VIGENCIA FINAL,URL_DESCARGA
143,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 50 - 2015 - EP,1,31/12/15,BIENES,ADQUISICIÓN DE EQUIPOS DE TELEFONÍA MOVIL,28392,Soles,1,ADQUISICIÓN DE EQUIPOS DE TELEFONÍA MOVIL,28392,23232,19/01/16,16/08/16,20100017491,TELEFONICA DEL PERU SAA,N,20100017491,TELEFONICA DEL PERU SAA,,,002436-00233054-01049487,102405,20/01/16,30/01/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\341827316082016161511.pdf
144,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Contratación Directa,DIRECTA - 1 - 2016 - EP,1,15/01/16,SERVICIOS,"CONTRATACION DEL SERVICIO DE LIMPIEZA, MANTENIMIENTO Y TRASLADO DE RESIDUOS",116060,Soles,1,"SERVICIO DE LIMPIEZA, MANTENIMIENTO  TRASLADO DE RESIDUOS",116060,116060,18/01/16,03/05/16,20515448382,E&A SERVICIOS Y AFINES S.R.L.,N,20515448382,E&A SERVICIOS Y AFINES S.R.L.,,,002436-00235640-01029979,006-GL-EP-2016,19/01/16,18/03/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342141403052016145956.pdf
145,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 1 - 2016 - EP,1,02/02/16,BIENES,ADQUISICION DE PLANCHAS POSITIVAS CTCP Y QUIMICOS,"41932,48",Dolares,1,"PLANCHAS POSITIVAS UV CTCP, REVELADOR CONCENTRADO PARA CTCP, GOMA PROTECTORA PARA PLANCHA POSITIVA","41932,48","39819,1",12/03/16,08/09/16,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,N,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,,,002436-00239056-01053191,015-GL-EP-2016,12/03/16,07/11/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342285508092016120011.pdf
146,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 3 - 2016 - EP,1,03/02/16,BIENES,ADQUISICION DE MANTILLAS ALTA COMPRESIBILIDAD,"13310,4",Dolares,1,ADQUISICION DE MANTILLAS ALTA COMPRESIBILIDAD,"13310,4","13147,56",04/03/16,02/06/16,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-00239351-01036855,013-GL-EP-2016,04/03/16,18/04/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\34230031063337896rad8C5BD.pdf
147,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 4 - 2016 - EP,1,09/02/16,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE ESTRUCTURAS METALICAS,"395878,2",Soles,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO DE ESTRUCTURAS METALICAS,"395878,2",304000,21/03/16,09/05/16,20489530857,BUILDING CORPORATION SOCIEDAD ANONIMA CERRADA-BUILDING S.A.C.,N,20489530857,BUILDING CORPORATION SOCIEDAD ANONIMA CERRADA-BUILDING S.A.C.,,,002436-00240433-01031046,018-GL-EP-2016,29/03/16,17/06/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342335709052016170616.pdf
148,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 1 - 2016 - EP,2,25/02/16,SERVICIOS,"CONTRATACION DEL SERVICIO DE LIMPIEZA, MANTENIMIENTO Y TRASLADOS DE RESIDUOS","904577,88",Soles,1,"CONTRATACION DEL SERVICIO DE LIMPIEZA, MANTENIMIENTO Y TRASLADOS DE RESIDUOS","904577,88",904570,18/03/16,10/05/16,20545781485,GRUPO BAX S.A.C.,N,20545781485,GRUPO BAX S.A.C.,,,002436-00244171-01031110,017-GL-EP-2016,19/03/16,18/03/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342409210052016081434.pdf
149,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 2 - 2016 - EP,2,03/03/16,BIENES,ADQUISICION DE PRODUCTOS QUIMICOS PARA LA LIMPIEZA DE LA ROTATIVA,"87879,59",Soles,1,ADQUISICION DE PRODUCTOS QUIMICOS PARA LA LIMPIEZA DE LA ROTATIVA,"87879,59",82600,08/04/16,02/06/16,20525144284,QUIMICA VERDE S.A.C.,N,20525144284,QUIMICA VERDE S.A.C.,,,002436-00246089-01036790,020-GL-EP-2016,08/04/16,24/08/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\34266041063337896rad50E45.pdf
150,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 6 - 2016 - EP,1,07/03/16,BIENES,ADQUISICIÓN DE MANTILLAS,"20530,23",Dolares,1,MANTILLAS DE ALTA COMPRESIBILIDAD,"9860,67","9269,1",07/04/16,03/06/16,20379162267,LOGEGRAFICA SRL,N,20379162267,LOGEGRAFICA SRL,,,002436-00246832-01036802,019-GL-EP-2016,07/04/16,06/06/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\3426992101936998rad30AF3.pdf
151,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 6 - 2016 - EP,1,07/03/16,BIENES,ADQUISICIÓN DE MANTILLAS,"20530,23",Dolares,2,MANTILLAS PARA KBA CON BARRAS,"10669,56","8255,5",07/04/16,03/06/16,20379162267,LOGEGRAFICA SRL,N,20379162267,LOGEGRAFICA SRL,,,002436-00246832-01036802,019-GL-EP-2016,07/04/16,06/06/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\3426992101936998rad30AF3.pdf
152,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 7 - 2016 - EP,1,07/03/16,BIENES,ADQUISICION DE LIMPIADOR DE RODILLOS Y MANTILLAS,52074,Soles,1,LIMPIADOR DE RODILLOS  MANTILLAS,52074,"34390,51",18/04/16,03/06/16,20503700892,LINDER REPRESENTACIONES S.A.,N,20503700892,LINDER REPRESENTACIONES S.A.,,,002436-00246869-01036995,023-GL-EP-2016,18/04/16,28/05/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\3427822101946276rad6FECB.pdf
153,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 8 - 2016 - EP,1,08/03/16,BIENES,ADQUISICIÓN DE STRETCH FILM,"37684,96",Soles,1,ADQUISICIÓN DE STRETCH FILM,"37684,96",32000,08/04/16,07/06/16,20546331653,GRUPO ZAMORA S.A.C.,N,20546331653,GRUPO ZAMORA S.A.C.,,,002436-00247127-01037474,021-GL-EP-2016,08/04/16,07/06/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342717107062016101054.pdf
154,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 10 - 2016 - EP,1,17/03/16,BIENES,ADQUISICION DE TINTAS OFFSET,53066,Dolares,1,ADQUISICION DE TINTAS OFFSET,53066,"52356,6",18/04/16,07/06/16,20112841912,FLINT INK PERU S.A.,N,20112841912,FLINT INK PERU S.A.,,,002436-00250233-01037511,022-GL-EP-2016,18/04/16,19/02/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342782107062016120817.pdf
155,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 12 - 2016 - EP,1,18/03/16,SERVICIOS,CONTRATACION DEL SERVICIO DE TRANSPORTE DE CARGA DE MATERIAL GRAFICO,37800,Soles,1,CONTRATACION DEL SERVICIO DE TRANSPORTE DE CARGA DE MATERIAL GRAFICO,37800,"25105,68",28/04/16,25/05/16,20392661647,EMPRESA DE TRANSPORTES DE CARGA CAMPOS S.A.C,N,20392661647,EMPRESA DE TRANSPORTES DE CARGA CAMPOS S.A.C,,,002436-00250565-01035078,030-GL-EP-2016,05/05/16,08/07/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343006325052016115438.pdf
156,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada - Décima Disposición Complementaria Final Reg. Ley 30225,AS - 10° Disp. Com. Final Reg. Ley 30225 - 15 - 2016 - EP,1,23/03/16,BIENES,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,967200,Dolares,1,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,967200,840720,28/04/16,18/04/16,20100047641,PAPELERA NACIONAL S A,N,20100047641,PAPELERA NACIONAL S A,,,002436-00252100-01044009,029,28/04/16,09/03/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342959618072016153252.pdf
157,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 17 - 2016 - EP,1,28/03/16,BIENES,ADQUISICIÓN DE ÚTILES DE ASEO,"100940,8",Soles,1,ADQUISICIÓN DE ÚTILES DE ASEO,"100940,8","84151,2",27/04/16,07/06/16,20513273810,PROLIMFE & CIA SOCIEDAD ANONIMA CERRADA,N,20513273810,PROLIMFE & CIA SOCIEDAD ANONIMA CERRADA,,,002436-00252047-01037626,028-GL-EP-2016,27/04/16,31/10/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342982707062016160551.pdf
158,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 13 - 2016 - EP,1,30/03/16,SERVICIOS,CONTRATACION DEL SERVICIO DE MEDICO OCUPACIONAL PARA GESTION Y MONITOREO DE RIESGOS DE SEGURIDAD Y SALUD OCUPACIONAL,80004,Soles,1,CONTRATACION DEL SERVICIO DE MEDICO OCUPACIONAL PARA GESTION  MONITOREO DE RIESGOS DE SEGURIDAD Y SALUD OCUPACIONAL,80004,"54657,6",10/05/16,25/05/16,20536408186,ORGANIZACION IBEROAMERICANA DE SALUD OCUPACIONAL S.A.C.,N,20536408186,ORGANIZACION IBEROAMERICANA DE SALUD OCUPACIONAL S.A.C.,,,002436-00253260-01035082,034-GL-EP-2016,01/06/16,31/05/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343181725052016120351.pdf
159,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 19 - 2016 - EP,1,30/03/16,BIENES,ADQUISICION DE BOLSAS DE PLASTICO BIODEGRADABLES,"152025,3",Soles,1,ADQUISICION DE BOLSAS DE PLASTICO BIODEGRADABLES,"152025,3",147000,06/05/16,24/08/16,20383958581,PLASTICOS BOLSITEXS S.R.LTDA.,N,20383958581,PLASTICOS BOLSITEXS S.R.LTDA.,,,002436-00253367-01050935,032-GL-EP-2016,06/05/16,01/01/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343050924082016180552.pdf
160,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 16 - 2016 - EP,1,01/04/16,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL ALMACENAMIENTO EXTERNO IBM DS4700 Y DOS (02) EXPANSIONES FC EXP810,26880,Dolares,1,CONTRATACION DEL SERVICIO SOPORTE Y MANTENIMIENTO PARA EL ALMACENAMIENTO EXTERNO IBM DS4700  Y DOS (02) EXPANSIONES FC EXP810,26880,26880,26/04/16,09/05/16,20466261255,GRUPO SYPSA S.A.C.,N,20466261255,GRUPO SYPSA S.A.C.,,,002436-00254196-01031042,027-GL-EP-2016,31/07/16,30/07/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342918409052016165330.pdf
161,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Contratación Directa,DIRECTA - 3 - 2016 - EP,1,07/04/16,SERVICIOS,CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y SOPORTE A LAS LICENCIAS DEL SISTEMA BAAN IV,"60190,83",Dolares,1,CONTRATACION DEL SERVICIO DE MANTENIMIENTO  SOPORTE A LAS LICENCIAS DEL SISTEMA BAAN IV,"60190,83","60190,83",25/04/16,03/05/16,20523224990,VKSUR PERU SOCIEDAD ANONIMA CERRADA,N,20523224990,VKSUR PERU SOCIEDAD ANONIMA CERRADA,,,002436-00256069-01029966,024-GL-EP-2016,08/05/16,07/05/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342829103052016144637.pdf
162,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 9 - 2016 - EP,1,07/04/16,SERVICIOS,CONTRATACION DEL SERVICIO DEL RUBRO GRAFICO PARA CUBRIR LAS NECESIDADES Y/O DEMANDA DE PRODUCCION PARA LOS SERVICIOSGRAFICOS DE IMPRESION DE CLIENTES EXTERNOS,"379390,4",Soles,1,CONTRATACION DEL SERVICIO DEL RUBRO GRAFICO PARA CUBRIR LAS NECESIDADES Y/O DEMANDA DE PRODUCCION PARA LOS SERVICIOS  GRAFICOS DE IMPRESIàN DE CLIENTES EXTERNOS,"379390,4","301265,75",11/05/16,25/05/16,20101547401,EDITORIAL SUPER GRAFICA E I R L,N,20101547401,EDITORIAL SUPER GRAFICA E I R L,,,002436-00256228-01035076,035-GL-EP-2016,12/05/16,11/05/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343203825052016114527.pdf
163,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Contratación Directa,DIRECTA - 4 - 2016 - EP,1,08/04/16,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA ONBASE,14868,Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO DEL SISTEMA ONBASE,14868,14868,22/04/16,16/05/16,20101842071,A Y D ASOCIADOS S A.C,N,20101842071,A Y D ASOCIADOS S A.C,,,002436-00256608-01032739,025-GL-EP-2016,15/05/16,14/05/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\342875516052016091713.pdf
164,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 20 - 2016 - EP,1,11/04/16,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL SOFTWARE HP DATA PROTECTOR,48300,Soles,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL SOFTWARE HP DATA PROTECTOR,48300,48300,09/05/16,25/05/16,20523913183,MATSOL SOLUCIONES INTELIGENTES E.I.R.L.,N,20523913183,MATSOL SOLUCIONES INTELIGENTES E.I.R.L.,,,002436-00257038-01035096,033-GL-EP-2016,01/07/16,30/06/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343094425052016124818.pdf
165,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 21 - 2016 - EP,1,15/04/16,SERVICIOS,CONTRATACION DE SERVICIO DE ASESORIA Y/O CONSULTORIA LEGAL ESPECIALIZADA  EN CONTRATACIONES DEL ESTADO,150000,Soles,1,CONTRATACION DEL SERVICIO DE ASESORIA LEGAL EN TEMAS DE CONTRATACIONES DEL ESTADO,150000,62500,18/05/16,25/05/16,10407437719,YATACO ARIAS JOSE DOMINGO,N,10407437719,YATACO ARIAS JOSE DOMINGO,,,002436-00259189-01035114,041-GL-EP-2016,19/05/16,18/05/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343311025052016143859.pdf
166,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación Simplificada,AS - 14 - 2016 - EP,1,18/04/16,SERVICIOS,CONTRATACION DEL SERVICIO DE EXAMEN MEDICO 2016 PARA TRABAJADORES DE EDITORA PERU,"66609,52",Soles,1,CONTRATACION DEL SERVICIO DE EXAMEN MEDICO OCUPACIONAL 2016 PARA TRABAJADORES DE EDITORA PERU,"66609,52",58613,12/05/16,25/05/16,20333896479,FMC MEDICAL CENTER CENTRO DE DIAGNOSTICO SOCIEDAD ANONIMA CERRADA,N,20333896479,FMC MEDICAL CENTER CENTRO DE DIAGNOSTICO SOCIEDAD ANONIMA CERRADA,,,002436-00259592-01035090,037-GL-EP-2016,15/06/16,14/07/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343203725052016122358.pdf
167,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Contratación Directa,DIRECTA - 5 - 2016 - EP,1,27/04/16,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE TECNICO Y MANTENIMIENTO DE ORACLE,"35100,58",Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE TECNICO  MANTENIMIENTO DE ORACLE,"35100,58","35100,58",30/04/16,11/05/16,20182246078,SISTEMAS ORACLE DEL PERU S.A.,N,20182246078,SISTEMAS ORACLE DEL PERU S.A.,,,002436-00262639-01031598,031-GL-EP-2016,01/05/16,30/04/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343160911052016165655.pdf
168,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Contratación Directa,DIRECTA - 6 - 2016 - EP,1,04/05/16,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL SISTEMA DE PUBLICACION DE NORMAS LEGALES Y BOLETIN OFICIAL,59635,Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE  MANTENIMIENTO PARA EL SISTEMA DE PUBLICACION DE NORMAS LEGALES  BOLETIN OFICIAL,59635,59635,17/05/16,24/05/16,20548841331,HEXAS S.A.C.,N,20548841331,HEXAS S.A.C.,,,002436-00264644-01034714,039-GL-EP-2016,15/07/16,15/06/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\3432874384641085radD4431.pdf
169,SEACE 3,2016,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Contratación Directa,DIRECTA - 7 - 2016 - EP,1,05/05/16,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA EDITORIAL DE INFORMACION PERIODISTICA,85314,Dolares,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL SISTEMA EDITORIAL DE INFORMACION PERIODISTICA,85314,85314,17/05/16,24/05/16,20548841331,HEXAS S.A.C.,N,20548841331,HEXAS S.A.C.,,,002436-00264943-01034710,038-GL-EP-2016,15/08/16,14/08/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\3433111384640860radC48D1.pdf
170,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 44 - 2015 - EP,3,20/05/16,BIENES,ADQUISICION E INSTALACION DE REPUESTOS ELECTRICOS PARA TABLERO DIGITAL DE ROTATIVA,"6786,32",Dolares,1,ADQUISICION E INSTALACION DE REPUESTOS ELECTRICOS PARA TABLERO DIGITAL DE ROTATIVA,"6786,32","6686,32",10/06/16,12/09/16,20546614876,J & S INGENIEROS CONSULTORES E.I.R.L.,N,20546614876,J & S INGENIEROS CONSULTORES E.I.R.L.,,,002436-00269054-01053709,102614,11/06/16,10/08/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\343691412092016143541.pdf
